model,classifier,nn_number,epochs,batch-size,learning-rate,optimizer,normalize-features,tense,voice,pronouns,named-entities,sentiment,pos-tags,dep-tags,sentences,domain,sentence-similarity,precision,recall,f1,accuracy
nn,-,2,4,32,0.0005,adam,-,+,-,-,+,-,-,-,-,+,-,0.6277104005880191,0.6832,0.6542807891208582,0.639
nn,-,2,4,32,0.0005,adam,-,+,+,-,-,-,-,-,-,-,-,0.6509240246406571,0.7608,0.7015861305791222,0.6764
nn,-,2,4,32,0.0005,adam,-,-,-,+,+,-,-,-,-,-,-,0.600451467268623,0.9576,0.7380915677508864,0.6602
nn,-,2,4,32,0.0005,adam,-,-,-,+,+,-,-,-,-,+,-,0.6375471051730045,0.7444,0.686842590883927,0.6606
nn,-,2,4,32,0.0005,adam,-,-,+,-,+,-,-,-,-,+,-,0.6722203332199932,0.7908,0.7267046498805366,0.7026
nn,-,2,4,32,0.0005,adam,-,+,+,+,-,-,-,-,-,-,-,0.6739649681528662,0.6772,0.6755786113328013,0.6748
nn,-,2,4,32,0.0005,adam,-,-,+,-,+,-,-,-,-,-,-,0.6152277362338545,0.724,0.6651966188901139,0.6356
nn,-,2,4,32,0.0005,adam,-,-,+,+,+,-,-,-,-,+,-,0.6840307429547395,0.6408,0.6617100371747212,0.6724
nn,-,2,4,32,0.0005,adam,-,+,-,+,+,-,-,-,-,-,-,0.5937984496124031,0.6128,0.6031496062992127,0.5968
nn,-,2,4,32,0.0005,adam,-,+,-,+,+,-,-,-,-,+,-,0.6109556177528989,0.6112,0.6110777844431113,0.611
nn,-,2,4,32,0.0005,adam,-,+,+,+,-,-,-,-,-,+,-,0.6519337016574586,0.6136,0.6321862765299815,0.643
nn,-,2,4,32,0.0005,adam,-,+,+,-,-,-,-,-,-,+,-,0.642658177477119,0.646,0.644324755635348,0.6434
nn,-,2,4,32,0.0005,adam,-,-,+,+,+,-,-,-,-,-,-,0.6288546255506607,0.4568,0.5291936978683967,0.5936
nn,-,2,4,32,0.0005,adam,-,+,-,-,-,-,-,-,-,+,-,0.5816362986780993,0.6512,0.6144555576523871,0.5914
nn,-,2,4,32,0.0005,adam,-,+,-,-,-,-,-,-,-,-,-,0.5851098720892096,0.7136,0.6429987385114435,0.6038
nn,-,2,4,32,0.0005,adam,-,+,+,+,+,+,-,-,-,+,-,0.7367178276269185,0.4992,0.5951359084406295,0.6604
nn,-,2,4,32,0.0005,adam,-,+,-,+,-,-,-,-,-,+,-,0.5537865748709122,0.5148,0.5335820895522388,0.55
nn,-,2,4,32,0.0005,adam,-,+,-,+,-,-,-,-,-,-,-,0.5772495755517827,0.544,0.5601317957166392,0.5728
nn,-,2,4,32,0.0005,adam,-,+,+,-,+,+,-,-,-,-,-,0.7074148296593187,0.5648,0.6281138790035588,0.6656
nn,-,2,4,32,0.0005,adam,-,+,+,-,+,+,-,-,-,+,-,0.7246309963099631,0.6284,0.6730934018851756,0.6948
nn,-,2,4,32,0.0005,adam,-,+,+,+,+,+,-,-,-,-,-,0.7033519553072626,0.5036,0.5869463869463869,0.6456
nn,-,2,4,32,0.0005,adam,-,-,+,-,-,-,-,-,-,-,-,0.6151491966335119,0.6432,0.6288619475948377,0.6204
nn,-,2,4,32,0.0005,adam,-,+,-,+,-,+,+,+,-,+,-,0.9047131147540983,0.3532,0.5080552359033372,0.658
nn,-,2,4,32,0.0005,adam,-,+,-,+,+,+,+,+,-,+,-,0.8748787584869059,0.3608,0.5109034267912773,0.6546
nn,-,2,4,32,0.0005,adam,-,+,+,+,-,+,+,+,-,+,-,0.8711340206185567,0.338,0.48703170028818443,0.644
nn,-,2,4,32,0.0005,adam,-,+,+,+,+,+,+,+,-,+,-,0.9054621848739496,0.3448,0.4994206257242178,0.6544
nn,-,2,4,32,0.0005,adam,-,+,-,-,+,+,+,+,-,+,-,0.882587064676617,0.3548,0.5061340941512126,0.6538
nn,-,3,4,32,0.0005,adam,-,+,+,-,+,-,-,-,-,+,-,0.6707448722562073,0.7456,0.7061943549914756,0.6898
nn,-,3,4,32,0.0005,adam,-,+,+,-,+,-,-,-,-,-,-,0.6653486700215672,0.7404,0.7008708822415751,0.684
nn,-,3,4,32,0.0005,adam,-,+,+,+,+,-,-,-,-,+,-,0.6771806853582555,0.6956,0.6862667719021309,0.682
nn,-,3,4,32,0.0005,adam,-,+,-,-,+,-,-,-,-,-,-,0.6484171322160149,0.6964,0.6715525554484089,0.6594
nn,-,3,4,32,0.0005,adam,-,+,+,+,+,-,-,-,-,-,-,0.6528258362168397,0.6792,0.6657518133699275,0.659
nn,-,3,4,32,0.0005,adam,-,+,-,-,+,-,-,-,-,+,-,0.6267049533381192,0.6984,0.6606129398410897,0.6412
nn,-,3,4,32,0.0005,adam,-,+,+,-,-,-,-,-,-,-,-,0.6307958477508651,0.7292,0.6764378478664193,0.6512
nn,-,3,4,32,0.0005,adam,-,-,-,+,+,-,-,-,-,-,-,0.6109479305740988,0.9152,0.732746196957566,0.6662
nn,-,3,4,32,0.0005,adam,-,-,-,+,+,-,-,-,-,+,-,0.5924441900400687,0.828,0.6906906906906907,0.6292
nn,-,3,4,32,0.0005,adam,-,-,+,-,+,-,-,-,-,+,-,0.6702127659574468,0.7308,0.6991963260619977,0.6856
nn,-,3,4,32,0.0005,adam,-,+,+,+,-,-,-,-,-,-,-,0.6505576208178439,0.7,0.674373795761079,0.662
nn,-,3,4,32,0.0005,adam,-,-,+,-,+,-,-,-,-,-,-,0.5957446808510638,0.616,0.6057030481809242,0.599
nn,-,3,4,32,0.0005,adam,-,-,+,+,+,-,-,-,-,+,-,0.6637055837563451,0.6276,0.6451480263157895,0.6548
nn,-,3,4,32,0.0005,adam,-,+,-,+,+,-,-,-,-,-,-,0.592650264715042,0.7612,0.6664331990894765,0.619
nn,-,3,4,32,0.0005,adam,-,+,-,+,+,-,-,-,-,+,-,0.6157692307692307,0.6404,0.6278431372549019,0.6204
nn,-,3,4,32,0.0005,adam,-,+,+,+,-,-,-,-,-,+,-,0.6424079065588499,0.572,0.6051629284807448,0.6268
nn,-,3,4,32,0.0005,adam,-,+,+,-,-,-,-,-,-,+,-,0.6454368932038835,0.6648,0.6549753694581281,0.6498
nn,-,3,4,32,0.0005,adam,-,-,+,+,+,-,-,-,-,-,-,0.6369781312127236,0.6408,0.6388833499501495,0.6378
nn,-,3,4,32,0.0005,adam,-,+,-,-,-,-,-,-,-,+,-,0.4776190476190476,0.4012,0.4360869565217391,0.4812
nn,-,3,4,32,0.0005,adam,-,+,-,-,-,-,-,-,-,-,-,0.6006964596633778,0.828,0.6962663975782039,0.6388
nn,-,3,4,32,0.0005,adam,-,+,+,+,+,+,-,-,-,+,-,0.6933781190019194,0.578,0.6304537521815008,0.6612
nn,-,3,4,32,0.0005,adam,-,+,-,+,-,-,-,-,-,+,-,0.5471066475370636,0.4576,0.4983663689827924,0.5394
nn,-,3,4,32,0.0005,adam,-,+,-,+,-,-,-,-,-,-,-,0.5497287522603979,0.4864,0.5161290322580645,0.544
nn,-,3,4,32,0.0005,adam,-,+,+,-,+,+,-,-,-,-,-,0.7175531914893617,0.5396,0.6159817351598174,0.6636
nn,-,3,4,32,0.0005,adam,-,+,+,-,+,+,-,-,-,+,-,0.7337883959044369,0.516,0.6059182714889619,0.6644
nn,-,3,4,32,0.0005,adam,-,+,+,+,+,+,-,-,-,-,-,0.6822107081174439,0.474,0.5593580363464715,0.6266
nn,-,3,4,32,0.0005,adam,-,-,+,-,-,-,-,-,-,-,-,0.5938375350140056,0.6784,0.6333084391336818,0.6072
nn,-,3,4,32,0.0005,adam,-,+,-,+,-,+,+,+,-,+,-,0.9070294784580499,0.32,0.47309284447072736,0.6436
nn,-,3,4,32,0.0005,adam,-,+,-,+,+,+,+,+,-,+,-,0.8962605548854041,0.2972,0.4463802943826975,0.6314
nn,-,3,4,32,0.0005,adam,-,+,+,+,-,+,+,+,-,+,-,0.875116495806151,0.3756,0.5256087321578505,0.661
nn,-,3,4,32,0.0005,adam,-,+,+,+,+,+,+,+,-,+,-,0.8861003861003861,0.3672,0.5192307692307693,0.66
nn,-,3,4,32,0.0005,adam,-,+,-,-,+,+,+,+,-,+,-,0.9021190716448032,0.3576,0.5121741621311944,0.6594
nn,-,1,4,32,0.001,adam,-,+,+,-,+,-,-,-,-,+,-,0.62852841550621,0.668,0.6476633701764591,0.6366
nn,-,1,4,32,0.001,adam,-,+,+,-,+,-,-,-,-,-,-,0.6378625954198474,0.8356,0.7234632034632035,0.6806
nn,-,1,4,32,0.001,adam,-,+,+,+,+,-,-,-,-,+,-,0.6703637976929903,0.6044,0.6356752208666386,0.6536
nn,-,1,4,32,0.001,adam,-,+,-,-,+,-,-,-,-,-,-,0.5496535796766744,0.476,0.5101822079314041,0.543
nn,-,1,4,32,0.001,adam,-,+,+,+,+,-,-,-,-,-,-,0.6732721121314644,0.5572,0.6097614357627491,0.6434
nn,-,1,4,32,0.001,adam,-,+,-,-,+,-,-,-,-,+,-,0.593906321055025,0.5224,0.555862949563737,0.5826
nn,-,1,4,32,0.001,adam,-,+,+,-,-,-,-,-,-,-,-,0.6592565597667639,0.7236,0.6899313501144165,0.6748
nn,-,1,4,32,0.001,adam,-,-,-,+,+,-,-,-,-,-,-,0.6456977584960232,0.7144,0.678313710596278,0.6612
nn,-,1,4,32,0.001,adam,-,-,-,+,+,-,-,-,-,+,-,0.6101854762653254,0.7764,0.6833303995775392,0.6402
nn,-,1,4,32,0.001,adam,-,-,+,-,+,-,-,-,-,+,-,0.6645190980211689,0.5776,0.618018403595121,0.643
nn,-,1,4,32,0.001,adam,-,+,+,+,-,-,-,-,-,-,-,0.6484149855907781,0.63,0.6390748630553866,0.6442
nn,-,1,4,32,0.001,adam,-,-,+,-,+,-,-,-,-,-,-,0.5970464135021097,0.6792,0.6354790419161677,0.6104
nn,-,1,4,32,0.001,adam,-,-,+,+,+,-,-,-,-,+,-,0.6448230668414154,0.5904,0.616412612236375,0.6326
nn,-,1,4,32,0.001,adam,-,+,-,+,+,-,-,-,-,-,-,0.555940594059406,0.4492,0.49690265486725665,0.5452
nn,-,1,4,32,0.001,adam,-,+,-,+,+,-,-,-,-,+,-,0.5793103448275863,0.5376,0.5576763485477177,0.5736
nn,-,1,4,32,0.001,adam,-,+,+,+,-,-,-,-,-,+,-,0.6244503078276166,0.568,0.5948889819857561,0.6132
nn,-,1,4,32,0.001,adam,-,+,+,-,-,-,-,-,-,+,-,0.6204379562043796,0.544,0.5797101449275363,0.6056
nn,-,1,4,32,0.001,adam,-,-,+,+,+,-,-,-,-,-,-,0.623773173391494,0.4576,0.5279187817258882,0.5908
nn,-,1,4,32,0.001,adam,-,+,-,-,-,-,-,-,-,+,-,0.5079654073736914,0.4464,0.47519693421332765,0.507
nn,-,1,4,32,0.001,adam,-,+,-,-,-,-,-,-,-,-,-,0.5565138447571494,0.4904,0.521369338719966,0.5498
nn,-,1,4,32,0.001,adam,-,+,+,+,+,+,-,-,-,+,-,0.7432712215320911,0.4308,0.5454545454545454,0.641
nn,-,1,4,32,0.001,adam,-,+,-,+,-,-,-,-,-,+,-,0.5524691358024691,0.5012,0.5255872483221478,0.5476
nn,-,1,4,32,0.001,adam,-,+,-,+,-,-,-,-,-,-,-,0.566990291262136,0.584,0.5753694581280788,0.569
nn,-,1,4,32,0.001,adam,-,+,+,-,+,+,-,-,-,-,-,0.7113163972286374,0.4928,0.5822306238185254,0.6464
nn,-,1,4,32,0.001,adam,-,+,+,-,+,+,-,-,-,+,-,0.693769332744145,0.628,0.659248372874239,0.6754
nn,-,1,4,32,0.001,adam,-,+,+,+,+,+,-,-,-,-,-,0.698961937716263,0.4848,0.572508266414738,0.638
nn,-,1,4,32,0.001,adam,-,-,+,-,-,-,-,-,-,-,-,0.6054545454545455,0.666,0.6342857142857143,0.616
nn,-,1,4,32,0.001,adam,-,+,-,+,-,+,+,+,-,+,-,0.878698224852071,0.3564,0.5071143995446784,0.6536
nn,-,1,4,32,0.001,adam,-,+,-,+,+,+,+,+,-,+,-,0.8693415637860082,0.338,0.4867511520737327,0.6436
nn,-,1,4,32,0.001,adam,-,+,+,+,-,+,+,+,-,+,-,0.8949152542372881,0.3168,0.46794682422451994,0.6398
nn,-,1,4,32,0.001,adam,-,+,+,+,+,+,+,+,-,+,-,0.8658892128279884,0.3564,0.5049589118730519,0.6506
nn,-,1,4,32,0.001,adam,-,+,-,-,+,+,+,+,-,+,-,0.8605240912933221,0.4072,0.552810209068694,0.6706
nn,-,2,4,32,0.001,adam,-,+,+,-,+,-,-,-,-,+,-,0.6591760299625468,0.704,0.6808510638297872,0.67
nn,-,2,4,32,0.001,adam,-,+,+,-,+,-,-,-,-,-,-,0.6529235382308846,0.6968,0.6741486068111455,0.6632
nn,-,2,4,32,0.001,adam,-,+,+,+,+,-,-,-,-,+,-,0.6489539748953975,0.6204,0.6343558282208589,0.6424
nn,-,2,4,32,0.001,adam,-,+,-,-,+,-,-,-,-,-,-,0.5462478184991274,0.5008,0.5225375626043406,0.5424
nn,-,2,4,32,0.001,adam,-,+,+,+,+,-,-,-,-,-,-,0.6419919246298789,0.5724,0.6052019454430112,0.6266
nn,-,2,4,32,0.001,adam,-,+,-,-,+,-,-,-,-,+,-,0.6079691516709511,0.5676,0.5870914356640462,0.6008
nn,-,2,4,32,0.001,adam,-,+,+,-,-,-,-,-,-,-,-,0.6617954070981211,0.634,0.6475995914198163,0.655
nn,-,2,4,32,0.001,adam,-,-,-,+,+,-,-,-,-,-,-,0.6289695398574207,0.7764,0.694951664876477,0.6592
nn,-,2,4,32,0.001,adam,-,-,-,+,+,-,-,-,-,+,-,0.6242383209207854,0.7376,0.6762009534286761,0.6468
nn,-,2,4,32,0.001,adam,-,-,+,-,+,-,-,-,-,+,-,0.6684491978609626,0.7,0.6838608831574834,0.6764
nn,-,2,4,32,0.001,adam,-,+,+,+,-,-,-,-,-,-,-,0.6398690432884685,0.7036,0.6702228995999238,0.6538
nn,-,2,4,32,0.001,adam,-,-,+,-,+,-,-,-,-,-,-,0.6279589102277803,0.5624,0.593374129563199,0.6146
nn,-,2,4,32,0.001,adam,-,-,+,+,+,-,-,-,-,+,-,0.6301065719360568,0.5676,0.5972222222222221,0.6172
nn,-,2,4,32,0.001,adam,-,+,-,+,+,-,-,-,-,-,-,0.5871635610766045,0.5672,0.5770091556459817,0.5842
nn,-,2,4,32,0.001,adam,-,+,-,+,+,-,-,-,-,+,-,0.599152143193594,0.5088,0.5502920181700196,0.5842
nn,-,2,4,32,0.001,adam,-,+,+,+,-,-,-,-,-,+,-,0.6316037735849057,0.5356,0.5796536796536798,0.6116
nn,-,2,4,32,0.001,adam,-,+,+,-,-,-,-,-,-,+,-,0.6247075339260646,0.534,0.5758033211127885,0.6066
nn,-,2,4,32,0.001,adam,-,-,+,+,+,-,-,-,-,-,-,0.591229444009397,0.604,0.5975464978235061,0.5932
nn,-,2,4,32,0.001,adam,-,+,-,-,-,-,-,-,-,+,-,0.49438727782974745,0.4228,0.4557999137559293,0.4952
nn,-,2,4,32,0.001,adam,-,+,-,-,-,-,-,-,-,-,-,0.5481981981981981,0.4868,0.5156779661016949,0.5428
nn,-,2,4,32,0.001,adam,-,+,+,+,+,+,-,-,-,+,-,0.7027158098933075,0.5796,0.6352476983779044,0.6672
nn,-,2,4,32,0.001,adam,-,+,-,+,-,-,-,-,-,+,-,0.5265811182401466,0.4596,0.4908158906450235,0.5232
nn,-,2,4,32,0.001,adam,-,+,-,+,-,-,-,-,-,-,-,0.5589660743134087,0.5536,0.5562700964630225,0.5584
nn,-,2,4,32,0.001,adam,-,+,+,-,+,+,-,-,-,-,-,0.7326411421155095,0.4516,0.5587725810442961,0.6434
nn,-,2,4,32,0.001,adam,-,+,+,-,+,+,-,-,-,+,-,0.7415873015873016,0.4672,0.5732515337423312,0.6522
nn,-,2,4,32,0.001,adam,-,+,+,+,+,+,-,-,-,-,-,0.6737891737891738,0.5676,0.61615284411637,0.6464
nn,-,2,4,32,0.001,adam,-,-,+,-,-,-,-,-,-,-,-,0.5991692627206646,0.6924,0.6424197439228058,0.6146
nn,-,2,4,32,0.001,adam,-,+,-,+,-,+,+,+,-,+,-,0.8955732122587968,0.3156,0.4667258207630879,0.6394
nn,-,2,4,32,0.001,adam,-,+,-,+,+,+,+,+,-,+,-,0.8558736426456071,0.3468,0.4935952177625961,0.6442
nn,-,2,4,32,0.001,adam,-,+,+,+,-,+,+,+,-,+,-,0.9082278481012658,0.3444,0.49941995359628766,0.6548
nn,-,2,4,32,0.001,adam,-,+,+,+,+,+,+,+,-,+,-,0.8846153846153846,0.368,0.519774011299435,0.66
nn,-,2,4,32,0.001,adam,-,+,-,-,+,+,+,+,-,+,-,0.8679775280898876,0.3708,0.5196188340807175,0.6572
nn,-,3,4,32,0.001,adam,-,+,+,-,+,-,-,-,-,+,-,0.6938215102974828,0.6064,0.647171824973319,0.6694
nn,-,3,4,32,0.001,adam,-,+,+,-,+,-,-,-,-,-,-,0.6849894291754757,0.648,0.6659815005138747,0.675
nn,-,3,4,32,0.001,adam,-,+,+,+,+,-,-,-,-,+,-,0.6276186404446344,0.5872,0.6067369291175864,0.6194
nn,-,3,4,32,0.001,adam,-,+,-,-,+,-,-,-,-,-,-,0.6015311702515495,0.66,0.6294106427617776,0.6114
nn,-,3,4,32,0.001,adam,-,+,+,+,+,-,-,-,-,-,-,0.6610814927646611,0.6944,0.6773312524385485,0.6692
nn,-,3,4,32,0.001,adam,-,+,-,-,+,-,-,-,-,+,-,0.5995698924731183,0.5576,0.5778238341968913,0.5926
nn,-,3,4,32,0.001,adam,-,+,+,-,-,-,-,-,-,-,-,0.6562064156206415,0.7528,0.7011922503725782,0.6792
nn,-,3,4,32,0.001,adam,-,-,-,+,+,-,-,-,-,-,-,0.6159014557670772,0.88,0.7246376811594202,0.6656
nn,-,3,4,32,0.001,adam,-,-,-,+,+,-,-,-,-,+,-,0.5780859916782247,0.8336,0.6827190827190828,0.6126
nn,-,3,4,32,0.001,adam,-,-,+,-,+,-,-,-,-,+,-,0.6556205328135153,0.8072,0.723556830405163,0.6916
nn,-,3,4,32,0.001,adam,-,+,+,+,-,-,-,-,-,-,-,0.648749533407988,0.6952,0.6711720409345433,0.6594
nn,-,3,4,32,0.001,adam,-,-,+,-,+,-,-,-,-,-,-,0.6117043998291328,0.5728,0.5916133030365626,0.6046
nn,-,3,4,32,0.001,adam,-,-,+,+,+,-,-,-,-,+,-,0.637845178813943,0.5636,0.5984285410915269,0.6218
nn,-,3,4,32,0.001,adam,-,+,-,+,+,-,-,-,-,-,-,0.6097872340425532,0.5732,0.5909278350515464,0.6032
nn,-,3,4,32,0.001,adam,-,+,-,+,+,-,-,-,-,+,-,0.5362649914334666,0.3756,0.44177840508115734,0.5254
nn,-,3,4,32,0.001,adam,-,+,+,+,-,-,-,-,-,+,-,0.6262582056892779,0.5724,0.5981191222570532,0.6154
nn,-,3,4,32,0.001,adam,-,+,+,-,-,-,-,-,-,+,-,0.6299541093032958,0.604,0.6167041045538084,0.6246
nn,-,3,4,32,0.001,adam,-,-,+,+,+,-,-,-,-,-,-,0.6026905829596413,0.5376,0.5682875264270613,0.5916
nn,-,3,4,32,0.001,adam,-,+,-,-,-,-,-,-,-,+,-,0.4899912967798085,0.4504,0.4693622342642768,0.4908
nn,-,3,4,32,0.001,adam,-,+,-,-,-,-,-,-,-,-,-,0.548721071863581,0.7208,0.6230982019363761,0.564
nn,-,3,4,32,0.001,adam,-,+,+,+,+,+,-,-,-,+,-,0.6963652482269503,0.6284,0.6606391925988224,0.6772
nn,-,3,4,32,0.001,adam,-,+,-,+,-,-,-,-,-,+,-,0.5443322109988776,0.582,0.5625362458921321,0.5474
nn,-,3,4,32,0.001,adam,-,+,-,+,-,-,-,-,-,-,-,0.5424175824175824,0.4936,0.5168586387434555,0.5386
nn,-,3,4,32,0.001,adam,-,+,+,-,+,+,-,-,-,-,-,0.7122302158273381,0.5544,0.6234817813765182,0.6652
nn,-,3,4,32,0.001,adam,-,+,+,-,+,+,-,-,-,+,-,0.7283599088838268,0.5116,0.6010338345864662,0.6604
nn,-,3,4,32,0.001,adam,-,+,+,+,+,+,-,-,-,-,-,0.7027027027027027,0.5096,0.590772084396012,0.647
nn,-,3,4,32,0.001,adam,-,-,+,-,-,-,-,-,-,-,-,0.6187161639597835,0.64,0.6291781360597719,0.6228
nn,-,3,4,32,0.001,adam,-,+,-,+,-,+,+,+,-,+,-,0.8981651376146789,0.3916,0.5454038997214485,0.6736
nn,-,3,4,32,0.001,adam,-,+,-,+,+,+,+,+,-,+,-,0.890728476821192,0.3228,0.4738696418085731,0.6416
nn,-,3,4,32,0.001,adam,-,+,+,+,-,+,+,+,-,+,-,0.903125,0.3468,0.5011560693641619,0.6548
nn,-,3,4,32,0.001,adam,-,+,+,+,+,+,+,+,-,+,-,0.8905325443786982,0.3612,0.5139442231075698,0.6584
nn,-,3,4,32,0.001,adam,-,+,-,-,+,+,+,+,-,+,-,0.8322314049586776,0.4028,0.5428571428571428,0.6608
nn,-,1,8,12,0.0001,adam,-,+,+,-,+,-,-,-,-,+,-,0.6928645294725957,0.804,0.744306609887058,0.7238
nn,-,1,8,12,0.0001,adam,-,+,+,-,+,-,-,-,-,-,-,0.6654122476907287,0.778,0.717315139221833,0.6934
nn,-,1,8,12,0.0001,adam,-,+,+,+,+,-,-,-,-,+,-,0.6927934621099554,0.746,0.7184129429892142,0.7076
nn,-,1,8,12,0.0001,adam,-,+,-,-,+,-,-,-,-,-,-,0.6110954660658969,0.868,0.7172368203602709,0.6578
nn,-,1,8,12,0.0001,adam,-,+,+,+,+,-,-,-,-,-,-,0.6658450704225352,0.7564,0.7082397003745318,0.6884
nn,-,1,8,12,0.0001,adam,-,+,-,-,+,-,-,-,-,+,-,0.6241947029348605,0.6976,0.6588590857574613,0.6388
nn,-,1,8,12,0.0001,adam,-,+,+,-,-,-,-,-,-,-,-,0.6515837104072398,0.7488,0.6968174204355109,0.6742
nn,-,1,8,12,0.0001,adam,-,-,-,+,+,-,-,-,-,-,-,0.6146963123644251,0.9068,0.7327084680025857,0.6692
nn,-,1,8,12,0.0001,adam,-,-,-,+,+,-,-,-,-,+,-,0.5964861751152074,0.8284,0.6935699933020764,0.634
nn,-,1,8,12,0.0001,adam,-,-,+,-,+,-,-,-,-,+,-,0.6871252204585538,0.7792,0.7302717900656045,0.7122
nn,-,1,8,12,0.0001,adam,-,+,+,+,-,-,-,-,-,-,-,0.6612605971249539,0.7176,0.6882793017456359,0.675
nn,-,1,8,12,0.0001,adam,-,-,+,-,+,-,-,-,-,-,-,0.6265734265734266,0.7168,0.6686567164179105,0.6448
nn,-,1,8,12,0.0001,adam,-,-,+,+,+,-,-,-,-,+,-,0.6496447602131439,0.5852,0.6157407407407408,0.6348
nn,-,1,8,12,0.0001,adam,-,+,-,+,+,-,-,-,-,-,-,0.6105675146771037,0.7488,0.6726554078332734,0.6356
nn,-,1,8,12,0.0001,adam,-,+,-,+,+,-,-,-,-,+,-,0.6342502905850446,0.6548,0.6443613461916946,0.6386
nn,-,1,8,12,0.0001,adam,-,+,+,+,-,-,-,-,-,+,-,0.6560196560196561,0.6408,0.6483205180089033,0.6524
nn,-,1,8,12,0.0001,adam,-,+,+,-,-,-,-,-,-,+,-,0.6411881188118812,0.6476,0.6443781094527363,0.6426
nn,-,1,8,12,0.0001,adam,-,-,+,+,+,-,-,-,-,-,-,0.6403838130997079,0.614,0.6269144374106596,0.6346
nn,-,1,8,12,0.0001,adam,-,+,-,-,-,-,-,-,-,+,-,0.5944387928111224,0.7012,0.6434208111580108,0.6114
nn,-,1,8,12,0.0001,adam,-,+,-,-,-,-,-,-,-,-,-,0.6022939450520138,0.9032,0.722675628100496,0.6534
nn,-,1,8,12,0.0001,adam,-,+,+,+,+,+,-,-,-,+,-,0.7070124879923151,0.5888,0.6425141859450021,0.6724
nn,-,1,8,12,0.0001,adam,-,+,-,+,-,-,-,-,-,+,-,0.565112540192926,0.5624,0.5637530072173216,0.5648
nn,-,1,8,12,0.0001,adam,-,+,-,+,-,-,-,-,-,-,-,0.6081578067535941,0.7276,0.6625386996904025,0.6294
nn,-,1,8,12,0.0001,adam,-,+,+,-,+,+,-,-,-,-,-,0.7034596375617792,0.5124,0.5929183059476972,0.6482
nn,-,1,8,12,0.0001,adam,-,+,+,-,+,+,-,-,-,+,-,0.7324159021406728,0.5748,0.6441057821604662,0.6824
nn,-,1,8,12,0.0001,adam,-,+,+,+,+,+,-,-,-,-,-,0.6818932305998899,0.4956,0.5740097289784573,0.6322
nn,-,1,8,12,0.0001,adam,-,-,+,-,-,-,-,-,-,-,-,0.5915275200989487,0.7652,0.6672479944192536,0.6184
nn,-,1,8,12,0.0001,adam,-,+,-,+,-,+,+,+,-,+,-,0.8805394990366089,0.3656,0.5166760881854154,0.658
nn,-,1,8,12,0.0001,adam,-,+,-,+,+,+,+,+,-,+,-,0.8560817084493965,0.3688,0.5155157953592396,0.6534
nn,-,1,8,12,0.0001,adam,-,+,+,+,-,+,+,+,-,+,-,0.8858307849133538,0.3476,0.49928181557023854,0.6514
nn,-,1,8,12,0.0001,adam,-,+,+,+,+,+,+,+,-,+,-,0.8606237816764133,0.3532,0.500850822461713,0.648
nn,-,1,8,12,0.0001,adam,-,+,-,-,+,+,+,+,-,+,-,0.8763285024154589,0.3628,0.5131541725601131,0.6558
nn,-,2,8,12,0.0001,adam,-,+,+,-,+,-,-,-,-,+,-,0.6780354706684857,0.7952,0.731958762886598,0.7088
nn,-,2,8,12,0.0001,adam,-,+,+,-,+,-,-,-,-,-,-,0.6689166385420182,0.7928,0.7256086399414241,0.7002
nn,-,2,8,12,0.0001,adam,-,+,+,+,+,-,-,-,-,+,-,0.6813996316758748,0.74,0.7094918504314477,0.697
nn,-,2,8,12,0.0001,adam,-,+,-,-,+,-,-,-,-,-,-,0.6223714953271028,0.8524,0.7194463200540174,0.6676
nn,-,2,8,12,0.0001,adam,-,+,+,+,+,-,-,-,-,-,-,0.6750198886237072,0.6788,0.6769046669325887,0.676
nn,-,2,8,12,0.0001,adam,-,+,-,-,+,-,-,-,-,+,-,0.6300681736634374,0.7024,0.6642708530357481,0.645
nn,-,2,8,12,0.0001,adam,-,+,+,-,-,-,-,-,-,-,-,0.6537360890302066,0.8224,0.7284322409211691,0.6934
nn,-,2,8,12,0.0001,adam,-,-,-,+,+,-,-,-,-,-,-,0.6173796791443851,0.9236,0.7400641025641025,0.6756
nn,-,2,8,12,0.0001,adam,-,-,-,+,+,-,-,-,-,+,-,0.6532416502946955,0.798,0.7184011523226504,0.6872
nn,-,2,8,12,0.0001,adam,-,-,+,-,+,-,-,-,-,+,-,0.6677751912204856,0.8032,0.7292536771381878,0.7018
nn,-,2,8,12,0.0001,adam,-,+,+,+,-,-,-,-,-,-,-,0.6595296595296596,0.7516,0.7025612263974575,0.6818
nn,-,2,8,12,0.0001,adam,-,-,+,-,+,-,-,-,-,-,-,0.6112591605596269,0.734,0.6670301708469647,0.6336
nn,-,2,8,12,0.0001,adam,-,-,+,+,+,-,-,-,-,+,-,0.6794601433994095,0.6444,0.6614658181071649,0.6702
nn,-,2,8,12,0.0001,adam,-,+,-,+,+,-,-,-,-,-,-,0.6210691823899371,0.79,0.6954225352112676,0.654
nn,-,2,8,12,0.0001,adam,-,+,-,+,+,-,-,-,-,+,-,0.6197786504819707,0.6944,0.6549707602339181,0.6342
nn,-,2,8,12,0.0001,adam,-,+,+,+,-,-,-,-,-,+,-,0.6522791448164582,0.6468,0.6495280176742319,0.651
nn,-,2,8,12,0.0001,adam,-,+,+,-,-,-,-,-,-,+,-,0.6609124537607891,0.6432,0.6519359416176769,0.6566
