model,classifier,nn_number,epochs,batch-size,learning-rate,optimizer,normalize-features,tense,voice,pronouns,named-entities,sentiment,pos-tags,dep-tags,sentences,domain,sentence-similarity,precision,recall,f1,accuracy
traditional,knn,-,-,-,-,-,-,-,+,-,+,+,+,-,-,-,-,0.6702786377708978,0.3464,0.4567510548523206,0.588
traditional,knn,-,-,-,-,-,-,-,+,-,+,+,-,-,-,+,-,0.640704945992041,0.4508,0.5292322141347734,0.599
traditional,knn,-,-,-,-,-,-,-,+,-,+,+,-,-,-,-,-,0.6397648316408338,0.4788,0.5477007549759781,0.6046
traditional,knn,-,-,-,-,-,-,-,+,-,+,-,+,-,-,+,-,0.7318668252080857,0.4924,0.5887135341941654,0.656
traditional,knn,-,-,-,-,-,-,-,+,-,+,-,+,-,-,-,-,0.657973174366617,0.3532,0.4596564289432587,0.5848
traditional,knn,-,-,-,-,-,-,-,+,-,+,-,-,-,-,+,-,0.5699631772751184,0.8668,0.6877181847032688,0.6064
traditional,knn,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,0.5683470673776054,0.938,0.7078176878961665,0.6128
traditional,knn,-,-,-,-,-,-,-,+,-,-,+,+,-,-,+,-,0.7396562698917887,0.4648,0.5708671088184721,0.6506
traditional,knn,-,-,-,-,-,-,-,+,-,-,+,+,-,-,-,-,0.6733067729083665,0.338,0.4500665778961385,0.587
traditional,knn,-,-,-,-,-,-,-,+,-,-,+,-,-,-,+,-,0.6057692307692307,0.4284,0.5018744142455482,0.5748
traditional,knn,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,0.6042864610559331,0.4624,0.5239066394742806,0.5798
traditional,knn,-,-,-,-,-,-,-,+,-,-,-,+,-,-,+,-,0.7341849148418491,0.4828,0.5825289575289576,0.654
traditional,knn,-,-,-,-,-,-,-,+,-,-,-,+,-,-,-,-,0.6648731744811683,0.346,0.4551433833201788,0.5858
traditional,knn,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,0.5451154115178364,0.9352,0.6887612314037415,0.5774
traditional,knn,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,0.5465604954656049,0.9884,0.7038883349950149,0.5842
traditional,knn,-,-,-,-,-,-,-,-,+,+,+,+,-,-,+,-,0.7184466019417476,0.3552,0.4753747323340471,0.608
traditional,knn,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,0.6270270270270271,0.232,0.3386861313868614,0.547
traditional,knn,-,-,-,-,-,-,-,-,+,+,+,-,-,-,+,-,0.6282782212086659,0.4408,0.5181006111894687,0.59
traditional,knn,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,0.6153846153846154,0.4608,0.5269899359560842,0.5864
traditional,knn,-,-,-,-,-,-,-,-,+,+,-,+,-,-,+,-,0.7089093701996928,0.3692,0.4855339295107839,0.6088
traditional,knn,-,-,-,-,-,-,-,-,+,+,-,+,-,-,-,-,0.6053169734151329,0.2368,0.3404255319148936,0.5412
traditional,knn,-,-,-,-,-,-,-,-,+,+,-,-,-,-,+,-,0.5545142857142857,0.9704,0.7057454545454545,0.5954
traditional,knn,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,0.5474662535959283,0.9896,0.7049437241772332,0.5858
traditional,knn,-,-,-,-,-,-,-,-,+,-,+,+,-,-,+,-,0.7196339434276207,0.346,0.4673149648838466,0.6056
traditional,knn,-,-,-,-,-,-,-,-,+,-,+,+,-,-,-,-,0.6218302094818081,0.2256,0.3310830642794247,0.5442
traditional,knn,-,-,-,-,-,-,-,-,+,-,+,-,-,-,+,-,0.6007005253940455,0.4116,0.4884880132921908,0.569
traditional,knn,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,0.6068928379106086,0.4508,0.5173284369979344,0.5794
traditional,knn,-,-,-,-,-,-,-,-,+,-,-,+,-,-,+,-,0.7011041009463722,0.3556,0.4718683651804671,0.602
traditional,knn,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,0.6050156739811913,0.2316,0.3349725195256002,0.5402
traditional,knn,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,0.522029651284193,1.0,0.6859651529702291,0.5422
traditional,knn,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,0.5112474437627812,1.0,0.6765899864682002,0.522
traditional,knn,-,-,-,-,-,-,-,-,-,+,+,+,-,-,+,-,0.7298980747451869,0.5156,0.604313173933427,0.6624
traditional,knn,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,0.6608315098468271,0.3624,0.4680960991991733,0.5882
traditional,knn,-,-,-,-,-,-,-,-,-,+,+,-,-,-,+,-,0.6148105625717566,0.4284,0.5049504950495051,0.58
traditional,knn,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,0.6148613291470434,0.47,0.532759011562004,0.5878
traditional,knn,-,-,-,-,-,-,-,-,-,+,-,+,-,-,+,-,0.7215189873417721,0.5472,0.6223839854413104,0.668
traditional,knn,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,0.6484848484848484,0.3852,0.4833124215809284,0.5882
traditional,knn,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,0.508768352365416,0.998,0.6739600216099405,0.5172
traditional,knn,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,0.5063855665923374,0.9992,0.6721377640252926,0.5126
traditional,knn,-,-,-,-,-,-,-,-,-,-,+,+,-,-,+,-,0.7370242214532872,0.5112,0.6036844591402928,0.6644
traditional,knn,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,0.6622613803230544,0.3608,0.4671154842050751,0.5884
traditional,knn,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,0.5751445086705202,0.4776,0.5218531468531469,0.5624
traditional,knn,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,0.5904761904761905,0.4216,0.4919486581096849,0.5646
traditional,knn,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,0.723175965665236,0.5392,0.617781851512374,0.6664
traditional,knn,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,0.6537678207739308,0.3852,0.484772212433929,0.5906
traditional,knn,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,0.5,1.0,0.6666666666666666,0.5
traditional,naive-bayes,-,-,-,-,-,-,+,+,+,+,+,+,-,-,+,-,0.5616221114635251,0.9916,0.7170957477581718,0.6088
traditional,naive-bayes,-,-,-,-,-,-,+,+,+,+,+,+,-,-,-,-,0.5616221114635251,0.9916,0.7170957477581718,0.6088
traditional,naive-bayes,-,-,-,-,-,-,+,+,+,+,+,-,-,-,+,-,0.57093265447813,0.9868,0.7233543468699604,0.6226
traditional,naive-bayes,-,-,-,-,-,-,+,+,+,+,+,-,-,-,-,-,0.57093265447813,0.9868,0.7233543468699604,0.6226
traditional,naive-bayes,-,-,-,-,-,-,+,+,+,+,-,+,-,-,+,-,0.5614949037372593,0.9916,0.716992046276211,0.6086
traditional,naive-bayes,-,-,-,-,-,-,+,+,+,+,-,+,-,-,-,-,0.5614949037372593,0.9916,0.716992046276211,0.6086
traditional,naive-bayes,-,-,-,-,-,-,+,+,+,+,-,-,-,-,+,-,0.5683453237410072,0.9796,0.719342047290351,0.6178
traditional,naive-bayes,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,0.5682451253481894,0.9792,0.7191539365452408,0.6176
traditional,naive-bayes,-,-,-,-,-,-,+,+,+,-,+,+,-,-,+,-,0.56146705908988,0.992,0.7170738759577852,0.6086
traditional,naive-bayes,-,-,-,-,-,-,+,+,+,-,+,+,-,-,-,-,0.56146705908988,0.992,0.7170738759577852,0.6086
traditional,naive-bayes,-,-,-,-,-,-,+,+,+,-,+,-,-,-,+,-,0.5702402957486137,0.9872,0.7229056824838898,0.6216
traditional,naive-bayes,-,-,-,-,-,-,+,+,+,-,+,-,-,-,-,-,0.5703395703395704,0.9876,0.7230926929272222,0.6218
traditional,naive-bayes,-,-,-,-,-,-,+,+,+,-,-,+,-,-,+,-,0.5609866485630233,0.9916,0.716577540106952,0.6078
traditional,naive-bayes,-,-,-,-,-,-,+,+,+,-,-,+,-,-,-,-,0.5609866485630233,0.9916,0.716577540106952,0.6078
traditional,naive-bayes,-,-,-,-,-,-,+,+,+,-,-,-,-,-,+,-,0.5659810492257915,0.9796,0.71744543723451,0.6142
traditional,naive-bayes,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,0.5661118816458622,0.9796,0.7175505420451215,0.6144
traditional,naive-bayes,-,-,-,-,-,-,+,+,-,+,+,+,-,-,+,-,0.5614949037372593,0.9916,0.716992046276211,0.6086
traditional,naive-bayes,-,-,-,-,-,-,+,+,-,+,+,+,-,-,-,-,0.5614949037372593,0.9916,0.716992046276211,0.6086
traditional,naive-bayes,-,-,-,-,-,-,+,+,-,+,+,-,-,-,+,-,0.5714616631920315,0.9868,0.7237787883233094,0.6234
traditional,naive-bayes,-,-,-,-,-,-,+,+,-,+,+,-,-,-,-,-,0.5714616631920315,0.9868,0.7237787883233094,0.6234
traditional,naive-bayes,-,-,-,-,-,-,+,+,-,+,-,+,-,-,+,-,0.5616221114635251,0.9916,0.7170957477581718,0.6088
traditional,naive-bayes,-,-,-,-,-,-,+,+,-,+,-,+,-,-,-,-,0.5614949037372593,0.9916,0.716992046276211,0.6086
traditional,naive-bayes,-,-,-,-,-,-,+,+,-,+,-,-,-,-,+,-,0.5683085501858736,0.9784,0.7189888300999412,0.6176
traditional,naive-bayes,-,-,-,-,-,-,+,+,-,+,-,-,-,-,-,-,0.5680445889456572,0.9784,0.7187775492212753,0.6172
traditional,naive-bayes,-,-,-,-,-,-,+,+,-,-,+,+,-,-,+,-,0.56146705908988,0.992,0.7170738759577852,0.6086
traditional,naive-bayes,-,-,-,-,-,-,+,+,-,-,+,+,-,-,-,-,0.5613399728383884,0.992,0.7169702226076902,0.6084
traditional,naive-bayes,-,-,-,-,-,-,+,+,-,-,+,-,-,-,+,-,0.5702727693018955,0.9868,0.7228244945795489,0.6216
traditional,naive-bayes,-,-,-,-,-,-,+,+,-,-,+,-,-,-,-,-,0.5704046242774566,0.9868,0.7229304029304029,0.6218
traditional,naive-bayes,-,-,-,-,-,-,+,+,-,-,-,+,-,-,+,-,0.561014263074485,0.9912,0.7164955905739482,0.6078
traditional,naive-bayes,-,-,-,-,-,-,+,+,-,-,-,+,-,-,-,-,0.5609866485630233,0.9916,0.716577540106952,0.6078
traditional,naive-bayes,-,-,-,-,-,-,+,+,-,-,-,-,-,-,+,-,0.5663040962740107,0.9788,0.7174901040903093,0.6146
traditional,naive-bayes,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,0.5661424606845513,0.9792,0.7174677608440797,0.6144
traditional,naive-bayes,-,-,-,-,-,-,+,-,+,+,+,+,-,-,+,-,0.5620040807073226,0.9916,0.7174070322673998,0.6094
traditional,naive-bayes,-,-,-,-,-,-,+,-,+,+,+,+,-,-,-,-,0.5620040807073226,0.9916,0.7174070322673998,0.6094
traditional,naive-bayes,-,-,-,-,-,-,+,-,+,+,+,-,-,-,+,-,0.5739658798784762,0.9824,0.7245906475881397,0.6266
traditional,naive-bayes,-,-,-,-,-,-,+,-,+,+,+,-,-,-,-,-,0.5737972909855208,0.9828,0.724565025066352,0.6264
traditional,naive-bayes,-,-,-,-,-,-,+,-,+,+,-,+,-,-,+,-,0.5617773747449558,0.9912,0.7171176385472435,0.609
traditional,naive-bayes,-,-,-,-,-,-,+,-,+,+,-,+,-,-,-,-,0.5617773747449558,0.9912,0.7171176385472435,0.609
traditional,naive-bayes,-,-,-,-,-,-,+,-,+,+,-,-,-,-,+,-,0.569821930646673,0.9728,0.7186761229314421,0.6192
traditional,naive-bayes,-,-,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0.569821930646673,0.9728,0.7186761229314421,0.6192
traditional,naive-bayes,-,-,-,-,-,-,+,-,+,-,+,+,-,-,+,-,0.5621033544877606,0.992,0.7175925925925926,0.6096
traditional,naive-bayes,-,-,-,-,-,-,+,-,+,-,+,+,-,-,-,-,0.5621033544877606,0.992,0.7175925925925926,0.6096
traditional,naive-bayes,-,-,-,-,-,-,+,-,+,-,+,-,-,-,+,-,0.5727633730436814,0.9808,0.7231971685592097,0.6246
traditional,naive-bayes,-,-,-,-,-,-,+,-,+,-,+,-,-,-,-,-,0.5724959140789166,0.9808,0.722983930414271,0.6242
traditional,naive-bayes,-,-,-,-,-,-,+,-,+,-,-,+,-,-,+,-,0.5613955595831446,0.9912,0.7168064796065953,0.6084
traditional,naive-bayes,-,-,-,-,-,-,+,-,+,-,-,+,-,-,-,-,0.5612684031710079,0.9912,0.716702819956616,0.6082
traditional,naive-bayes,-,-,-,-,-,-,+,-,+,-,-,-,-,-,+,-,0.5681605975723623,0.9736,0.7175707547169812,0.6168
traditional,naive-bayes,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,0.5684259691732835,0.9736,0.7177823650840459,0.6172
traditional,naive-bayes,-,-,-,-,-,-,+,-,-,+,+,+,-,-,+,-,0.5621315192743764,0.9916,0.7175108538350218,0.6096
traditional,naive-bayes,-,-,-,-,-,-,+,-,-,+,+,+,-,-,-,-,0.5621315192743764,0.9916,0.7175108538350218,0.6096
traditional,naive-bayes,-,-,-,-,-,-,+,-,-,+,+,-,-,-,+,-,0.5742388758782201,0.9808,0.7243722304283604,0.6268
traditional,naive-bayes,-,-,-,-,-,-,+,-,-,+,+,-,-,-,-,-,0.5746426060464026,0.9808,0.7246933648588739,0.6274
traditional,naive-bayes,-,-,-,-,-,-,+,-,-,+,-,+,-,-,+,-,0.5617773747449558,0.9912,0.7171176385472435,0.609
traditional,naive-bayes,-,-,-,-,-,-,+,-,-,+,-,+,-,-,-,-,0.5617773747449558,0.9912,0.7171176385472435,0.609
traditional,naive-bayes,-,-,-,-,-,-,+,-,-,+,-,-,-,-,+,-,0.5699882766705744,0.9724,0.71869918699187,0.6194
traditional,naive-bayes,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0.5697211155378487,0.9724,0.7184867740505394,0.619
traditional,naive-bayes,-,-,-,-,-,-,+,-,-,-,+,+,-,-,+,-,0.5621033544877606,0.992,0.7175925925925926,0.6096
traditional,naive-bayes,-,-,-,-,-,-,+,-,-,-,+,+,-,-,-,-,0.5621033544877606,0.992,0.7175925925925926,0.6096
traditional,naive-bayes,-,-,-,-,-,-,+,-,-,-,+,-,-,-,+,-,0.5721649484536082,0.9768,0.7216312056737588,0.6232
traditional,naive-bayes,-,-,-,-,-,-,+,-,-,-,+,-,-,-,-,-,0.5722990391375674,0.9768,0.7217378454263337,0.6234
traditional,naive-bayes,-,-,-,-,-,-,+,-,-,-,-,+,-,-,+,-,0.5615227736233854,0.9912,0.7169101692463473,0.6086
traditional,naive-bayes,-,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,0.5615227736233854,0.9912,0.7169101692463473,0.6086
traditional,naive-bayes,-,-,-,-,-,-,+,-,-,-,-,-,-,-,+,-,0.5685219831618334,0.9724,0.7175324675324675,0.6172
traditional,naive-bayes,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0.5678579771081523,0.9724,0.7170033918301135,0.6162
traditional,naive-bayes,-,-,-,-,-,-,-,+,+,+,+,+,-,-,+,-,0.5592149785698173,0.9916,0.7151305351218809,0.605
traditional,naive-bayes,-,-,-,-,-,-,-,+,+,+,+,+,-,-,-,-,0.5590888588182228,0.9916,0.715027401211422,0.6048
traditional,naive-bayes,-,-,-,-,-,-,-,+,+,+,+,-,-,-,+,-,0.5652173913043478,0.9828,0.7176865780633854,0.6134
traditional,naive-bayes,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,0.5649574614853989,0.9828,0.7174770039421813,0.613
traditional,naive-bayes,-,-,-,-,-,-,-,+,+,+,-,+,-,-,+,-,0.5592417061611374,0.9912,0.7150483335737989,0.605
traditional,naive-bayes,-,-,-,-,-,-,-,+,+,+,-,+,-,-,-,-,0.5591155234657039,0.9912,0.7149451817657241,0.6048
traditional,naive-bayes,-,-,-,-,-,-,-,+,+,+,-,-,-,-,+,-,0.5569478630566123,0.9956,0.7143062132300187,0.6018
traditional,naive-bayes,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,0.5563254358515869,0.9956,0.7137940923429881,0.6008
traditional,naive-bayes,-,-,-,-,-,-,-,+,+,-,+,+,-,-,+,-,0.5589627959413754,0.9916,0.7149242970439799,0.6046
traditional,naive-bayes,-,-,-,-,-,-,-,+,+,-,+,+,-,-,-,-,0.5588367899008115,0.9916,0.7148212226066897,0.6044
traditional,naive-bayes,-,-,-,-,-,-,-,+,+,-,+,-,-,-,+,-,0.5610146252285192,0.982,0.7140779522978477,0.6068
traditional,naive-bayes,-,-,-,-,-,-,-,+,+,-,+,-,-,-,-,-,0.5614997713763146,0.9824,0.7145766656968287,0.6076
traditional,naive-bayes,-,-,-,-,-,-,-,+,+,-,-,+,-,-,+,-,0.5588898916967509,0.9908,0.7146566647432198,0.6044
traditional,naive-bayes,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,-,0.5588898916967509,0.9908,0.7146566647432198,0.6044
traditional,naive-bayes,-,-,-,-,-,-,-,+,+,-,-,-,-,-,+,-,0.5539520426287744,0.998,0.7124500285551114,0.5972
traditional,naive-bayes,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,0.5544444444444444,0.998,0.7128571428571429,0.598
traditional,naive-bayes,-,-,-,-,-,-,-,+,-,+,+,+,-,-,+,-,0.5590888588182228,0.9916,0.715027401211422,0.6048
traditional,naive-bayes,-,-,-,-,-,-,-,+,-,+,+,+,-,-,-,-,0.5590888588182228,0.9916,0.715027401211422,0.6048
traditional,naive-bayes,-,-,-,-,-,-,-,+,-,+,+,-,-,-,+,-,0.5657287822878229,0.9812,0.7176711527208894,0.614
traditional,naive-bayes,-,-,-,-,-,-,-,+,-,+,+,-,-,-,-,-,0.565989847715736,0.9812,0.7178811823236757,0.6144
traditional,naive-bayes,-,-,-,-,-,-,-,+,-,+,-,+,-,-,+,-,0.5589893976990751,0.9912,0.7148420597144093,0.6046
traditional,naive-bayes,-,-,-,-,-,-,-,+,-,+,-,+,-,-,-,-,0.5589893976990751,0.9912,0.7148420597144093,0.6046
traditional,naive-bayes,-,-,-,-,-,-,-,+,-,+,-,-,-,-,+,-,0.5543672014260249,0.9952,0.7120778477389811,0.5976
traditional,naive-bayes,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,0.5549855007807272,0.9952,0.7125877130173279,0.5986
traditional,naive-bayes,-,-,-,-,-,-,-,+,-,-,+,+,-,-,+,-,0.5583596214511041,0.9912,0.714326895358893,0.6036
traditional,naive-bayes,-,-,-,-,-,-,-,+,-,-,+,+,-,-,-,-,0.5583596214511041,0.9912,0.714326895358893,0.6036
traditional,naive-bayes,-,-,-,-,-,-,-,+,-,-,+,-,-,-,+,-,0.5613672860747878,0.9788,0.7135150896632162,0.607
traditional,naive-bayes,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,0.561137875659555,0.9784,0.7132235019682169,0.6066
traditional,naive-bayes,-,-,-,-,-,-,-,+,-,-,-,+,-,-,+,-,0.5591422121896162,0.9908,0.7148629148629148,0.6048
traditional,naive-bayes,-,-,-,-,-,-,-,+,-,-,-,+,-,-,-,-,0.5591422121896162,0.9908,0.7148629148629148,0.6048
traditional,naive-bayes,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,0.5521132994025226,0.998,0.7109274825473714,0.5942
traditional,naive-bayes,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,0.5519149878237768,0.9972,0.7105600684053013,0.5938
traditional,naive-bayes,-,-,-,-,-,-,-,-,+,+,+,+,-,-,+,-,0.5592417061611374,0.9912,0.7150483335737989,0.605
traditional,naive-bayes,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,0.5592417061611374,0.9912,0.7150483335737989,0.605
traditional,naive-bayes,-,-,-,-,-,-,-,-,+,+,+,-,-,-,+,-,0.5658878504672897,0.9688,0.7144542772861356,0.6128
traditional,naive-bayes,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,0.5662228451296426,0.9696,0.7149387995870815,0.6134
traditional,naive-bayes,-,-,-,-,-,-,-,-,+,+,-,+,-,-,+,-,0.5586377988272441,0.9908,0.7144505336025383,0.604
traditional,naive-bayes,-,-,-,-,-,-,-,-,+,+,-,+,-,-,-,-,0.5585118376550169,0.9908,0.7143475126171593,0.6038
traditional,naive-bayes,-,-,-,-,-,-,-,-,+,+,-,-,-,-,+,-,0.5589824403421882,0.9932,0.7153558052434457,0.6048
traditional,naive-bayes,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,0.5563522294420793,0.9932,0.7131983340514145,0.6006
traditional,naive-bayes,-,-,-,-,-,-,-,-,+,-,+,+,-,-,+,-,0.5591155234657039,0.9912,0.7149451817657241,0.6048
traditional,naive-bayes,-,-,-,-,-,-,-,-,+,-,+,+,-,-,-,-,0.5592417061611374,0.9912,0.7150483335737989,0.605
traditional,naive-bayes,-,-,-,-,-,-,-,-,+,-,+,-,-,-,+,-,0.5596755504055619,0.966,0.7087307410124725,0.603
traditional,naive-bayes,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,0.5598330241187384,0.9656,0.7087492660011744,0.6032
traditional,naive-bayes,-,-,-,-,-,-,-,-,+,-,-,+,-,-,+,-,0.5586377988272441,0.9908,0.7144505336025383,0.604
traditional,naive-bayes,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,0.5586377988272441,0.9908,0.7144505336025383,0.604
traditional,naive-bayes,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,0.5544686527345487,0.9976,0.7127750785938839,0.598
traditional,naive-bayes,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,0.5513358357253256,0.9988,0.7104851330203443,0.593
traditional,naive-bayes,-,-,-,-,-,-,-,-,-,+,+,+,-,-,+,-,0.5591155234657039,0.9912,0.7149451817657241,0.6048
traditional,naive-bayes,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,0.5591155234657039,0.9912,0.7149451817657241,0.6048
traditional,naive-bayes,-,-,-,-,-,-,-,-,-,+,+,-,-,-,+,-,0.5650749063670412,0.9656,0.7129356172474897,0.6112
traditional,naive-bayes,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,0.5649426632342617,0.9656,0.7128303558245976,0.611
traditional,naive-bayes,-,-,-,-,-,-,-,-,-,+,-,+,-,-,+,-,0.5586377988272441,0.9908,0.7144505336025383,0.604
traditional,naive-bayes,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,0.5585118376550169,0.9908,0.7143475126171593,0.6038
traditional,naive-bayes,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,0.5320154705629566,0.9904,0.692200167738328,0.5596
traditional,naive-bayes,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,0.530520454058685,0.9908,0.6910308271725484,0.557
traditional,naive-bayes,-,-,-,-,-,-,-,-,-,-,+,+,-,-,+,-,0.5592417061611374,0.9912,0.7150483335737989,0.605
traditional,naive-bayes,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,0.5592417061611374,0.9912,0.7150483335737989,0.605
traditional,naive-bayes,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,0.559748427672956,0.9612,0.7074930075077287,0.6026
traditional,naive-bayes,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,0.5597762759263575,0.9608,0.707406862023266,0.6026
traditional,naive-bayes,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,0.5583859332732192,0.9908,0.7142445213379469,0.6036
traditional,naive-bayes,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,0.5583859332732192,0.9908,0.7142445213379469,0.6036
traditional,naive-bayes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,0.5,0.4,0.4444444444444445,0.5
traditional,svm,-,-,-,-,-,-,+,+,+,+,+,+,+,-,+,+,0.7665647298674821,0.3008,0.4320597529445561,0.6046
traditional,svm,-,-,-,-,-,-,+,+,+,+,+,+,-,-,+,+,0.7386831275720165,0.2872,0.4135944700460829,0.5928
traditional,svm,-,-,-,-,-,-,+,+,+,+,+,+,+,-,+,-,0.7920353982300885,0.4296,0.5570539419087137,0.6584
traditional,svm,-,-,-,-,-,-,+,+,+,+,+,+,+,-,-,+,0.7633196721311475,0.298,0.4286536248561564,0.6028
traditional,svm,-,-,-,-,-,-,+,+,+,+,+,+,-,-,-,+,0.7346938775510204,0.288,0.4137931034482758,0.592
traditional,svm,-,-,-,-,-,-,+,+,+,+,+,+,+,-,-,-,0.7556200145032632,0.4168,0.5372518690384119,0.641
traditional,svm,-,-,-,-,-,-,+,+,+,+,+,-,+,-,+,+,0.6588720770288858,0.1916,0.2968701580415246,0.5462
traditional,svm,-,-,-,-,-,-,+,+,+,+,+,-,-,-,+,+,0.5755627009646302,0.2864,0.3824786324786325,0.5376
traditional,svm,-,-,-,-,-,-,+,+,+,+,+,-,+,-,+,-,0.7336956521739131,0.324,0.4495005549389567,0.6032
traditional,svm,-,-,-,-,-,-,+,+,+,+,+,-,+,-,-,+,0.6539509536784741,0.192,0.2968460111317254,0.5452
traditional,svm,-,-,-,-,-,-,+,+,+,+,+,-,-,-,-,+,0.5870646766169154,0.2832,0.3820831084727469,0.542
traditional,svm,-,-,-,-,-,-,+,+,+,+,+,-,+,-,-,-,0.671875,0.3096,0.4238773274917853,0.5792
traditional,svm,-,-,-,-,-,-,+,+,+,+,-,+,+,-,+,+,0.7435897435897436,0.2784,0.4051222351571594,0.5912
traditional,svm,-,-,-,-,-,-,+,+,+,+,-,+,-,-,+,+,0.6743169398907104,0.2468,0.3613469985358711,0.5638
traditional,svm,-,-,-,-,-,-,+,+,+,+,-,+,+,-,+,-,0.7774343122102009,0.4024,0.5303110173958882,0.6436
traditional,svm,-,-,-,-,-,-,+,+,+,+,-,+,+,-,-,+,0.7372421281216069,0.2716,0.3969599532300497,0.5874
traditional,svm,-,-,-,-,-,-,+,+,+,+,-,+,-,-,-,+,0.6796959826275787,0.2504,0.36597486115171,0.5662
traditional,svm,-,-,-,-,-,-,+,+,+,+,-,+,+,-,-,-,0.744343891402715,0.3948,0.5159435441714584,0.6296
traditional,svm,-,-,-,-,-,-,+,+,+,+,-,-,+,-,+,+,0.6347469220246238,0.1856,0.2872175796966883,0.5394
traditional,svm,-,-,-,-,-,-,+,+,+,+,-,-,-,-,+,+,0.5160875160875161,0.3208,0.3956586087814504,0.51
traditional,svm,-,-,-,-,-,-,+,+,+,+,-,-,+,-,+,-,0.7067603160667252,0.322,0.4424292388018687,0.5942
traditional,svm,-,-,-,-,-,-,+,+,+,+,-,-,+,-,-,+,0.6311475409836066,0.1848,0.2858910891089108,0.5384
traditional,svm,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,+,0.5363276089828269,0.3248,0.4045839561534629,0.522
traditional,svm,-,-,-,-,-,-,+,+,+,+,-,-,+,-,-,-,0.645743766122098,0.3004,0.41004641004641,0.5678
traditional,svm,-,-,-,-,-,-,+,+,+,-,+,+,+,-,+,+,0.7670396744659207,0.3016,0.4329600918748206,0.605
traditional,svm,-,-,-,-,-,-,+,+,+,-,+,+,-,-,+,+,0.7305327868852459,0.2852,0.4102416570771001,0.59
traditional,svm,-,-,-,-,-,-,+,+,+,-,+,+,+,-,+,-,0.7919117647058823,0.4308,0.5580310880829016,0.6588
traditional,svm,-,-,-,-,-,-,+,+,+,-,+,+,+,-,-,+,0.7607802874743327,0.2964,0.4265975820379966,0.6016
